x,y,task,episode,index,timestamp,has_sensor
2.0520175,8.999957,Green_point,data_collection_20251108_054442,235,0.0,True
2.464214,9.023115,Green_point,data_collection_20251108_054442,238,0.0,True
2.3471873,7.5669045,Green_point,data_collection_20251108_054442,242,0.0,True
2.1079106,9.397435,Green_point,data_collection_20251108_054442,245,0.0,True
2.8295033,6.913626,Green_point,data_collection_20251108_054442,249,0.0,True
2.4223032,7.290913,Green_point,data_collection_20251108_054442,252,0.0,True
2.637249,8.010725,Green_point,data_collection_20251108_054442,256,0.0,True
2.620765,8.066398,Green_point,data_collection_20251108_054442,260,0.0,True
2.8082972,8.266907,Green_point,data_collection_20251108_054442,263,0.0,True
2.882697,8.375894,Green_point,data_collection_20251108_054442,267,0.0,True
3.1542363,8.324898,Green_point,data_collection_20251108_054442,270,0.0,True
3.1372292,8.431019,Green_point,data_collection_20251108_054442,274,0.0,True
3.0670676,8.171951,Green_point,data_collection_20251108_054442,277,0.0,True
3.219296,8.377453,Green_point,data_collection_20251108_054442,281,0.0,True
3.058227,8.389755,Green_point,data_collection_20251108_054442,285,0.0,True
2.475674,7.139007,Green_point,data_collection_20251108_054442,288,0.0,True
2.8285801,6.8716707,Green_point,data_collection_20251108_054442,292,0.0,True
2.8707678,6.9604855,Green_point,data_collection_20251108_054442,295,0.0,True
3.2006323,7.8626547,Green_point,data_collection_20251108_054442,299,0.0,True
2.829199,7.9874597,Green_point,data_collection_20251108_054442,302,0.0,True
2.6151934,7.0055084,Green_point,data_collection_20251108_054442,306,0.0,True
2.6882586,6.759632,Green_point,data_collection_20251108_054442,309,0.0,True
2.9532979,6.87112,Green_point,data_collection_20251108_054442,313,0.0,True
2.9045424,6.9588203,Green_point,data_collection_20251108_054442,317,0.0,True
2.9890196,7.0708675,Green_point,data_collection_20251108_054442,320,0.0,True
3.1818357,7.161768,Green_point,data_collection_20251108_054442,324,0.0,True
3.1982367,6.751618,Green_point,data_collection_20251108_054442,327,0.0,True
5.47703,56.43053,Green_point,data_collection_20251108_054442,331,0.0,True
5.4070373,56.26861,Green_point,data_collection_20251108_054442,334,0.0,True
5.416979,56.49195,Green_point,data_collection_20251108_054442,338,0.0,True
5.3089657,56.247513,Green_point,data_collection_20251108_054442,342,0.0,True
5.315974,56.312466,Green_point,data_collection_20251108_054442,345,0.0,True
5.386353,56.396782,Green_point,data_collection_20251108_054442,349,0.0,True
6.1463046,58.042545,Green_point,data_collection_20251108_054442,352,0.0,True
6.082097,58.727486,Green_point,data_collection_20251108_054442,356,0.0,True
6.9169106,58.24944,Green_point,data_collection_20251108_054442,359,0.0,True
6.178442,58.543793,Green_point,data_collection_20251108_054442,363,0.0,True
6.7650485,58.475727,Green_point,data_collection_20251108_054442,366,0.0,True
6.0803165,58.52878,Green_point,data_collection_20251108_054442,370,0.0,True
6.782061,58.529243,Green_point,data_collection_20251108_054442,374,0.0,True
6.343794,57.700893,Green_point,data_collection_20251108_054442,377,0.0,True
6.7832575,58.555008,Green_point,data_collection_20251108_054442,381,0.0,True
6.462333,58.465134,Green_point,data_collection_20251108_054442,384,0.0,True
6.858352,58.17743,Green_point,data_collection_20251108_054442,388,0.0,True
6.230202,58.15763,Green_point,data_collection_20251108_054442,391,0.0,True
6.84013,58.19112,Green_point,data_collection_20251108_054442,395,0.0,True
6.52215,58.287876,Green_point,data_collection_20251108_054442,399,0.0,True
6.2816625,58.35941,Green_point,data_collection_20251108_054442,402,0.0,True
6.164566,58.372864,Green_point,data_collection_20251108_054442,406,0.0,True
6.6124687,57.984932,Green_point,data_collection_20251108_054442,409,0.0,True
6.3386908,58.650074,Green_point,data_collection_20251108_054442,413,0.0,True
6.836721,58.249317,Green_point,data_collection_20251108_054442,416,0.0,True
6.4069667,58.16598,Green_point,data_collection_20251108_054442,420,0.0,True
6.669798,58.380352,Green_point,data_collection_20251108_054442,423,0.0,True
6.544352,58.352245,Green_point,data_collection_20251108_054442,427,0.0,True
6.397325,57.99873,Green_point,data_collection_20251108_054442,431,0.0,True
6.483742,58.180744,Green_point,data_collection_20251108_054442,434,0.0,True
6.4826083,58.314037,Green_point,data_collection_20251108_054442,438,0.0,True
6.385583,57.90907,Green_point,data_collection_20251108_054442,441,0.0,True
6.295166,58.522594,Green_point,data_collection_20251108_054442,445,0.0,True
5.8589725,58.16579,Green_point,data_collection_20251108_054442,448,0.0,True
5.9379797,57.92479,Green_point,data_collection_20251108_054442,452,0.0,True
6.60735,57.821922,Green_point,data_collection_20251108_054442,456,0.0,True
6.2908335,58.756126,Green_point,data_collection_20251108_054442,459,0.0,True
5.825788,58.350662,Green_point,data_collection_20251108_054442,463,0.0,True
6.15052,57.907734,Green_point,data_collection_20251108_054442,466,0.0,True
6.902244,59.082035,Green_point,data_collection_20251108_054442,470,0.0,True
5.877124,58.288395,Green_point,data_collection_20251108_054442,473,0.0,True
5.923338,57.802803,Green_point,data_collection_20251108_054442,477,0.0,True
6.226495,57.90515,Green_point,data_collection_20251108_054442,480,0.0,True
6.2846932,57.847378,Green_point,data_collection_20251108_054442,484,0.0,True
6.9172616,58.815575,Green_point,data_collection_20251108_054442,488,0.0,True
6.603279,58.965218,Green_point,data_collection_20251108_054442,491,0.0,True
6.8896375,57.84138,Green_point,data_collection_20251108_054442,495,0.0,True
7.2094636,57.61629,Green_point,data_collection_20251108_054442,498,0.0,True
7.184559,58.377487,Green_point,data_collection_20251108_054442,502,0.0,True
6.2496214,59.205738,Green_point,data_collection_20251108_054442,505,0.0,True
6.638446,58.93353,Green_point,data_collection_20251108_054442,509,0.0,True
6.959796,57.80425,Green_point,data_collection_20251108_054442,513,0.0,True
5.8920383,58.257206,Green_point,data_collection_20251108_054442,516,0.0,True
6.9872327,57.90886,Green_point,data_collection_20251108_054442,520,0.0,True
7.115769,58.187973,Green_point,data_collection_20251108_054442,523,0.0,True
6.485717,58.997528,Green_point,data_collection_20251108_054442,527,0.0,True
7.0284057,57.19872,Green_point,data_collection_20251108_054442,530,0.0,True
5.317571,58.369778,Green_point,data_collection_20251108_054442,534,0.0,True
5.6443615,57.482857,Green_point,data_collection_20251108_054442,537,0.0,True
6.572859,57.34143,Green_point,data_collection_20251108_054442,541,0.0,True
5.304675,58.2273,Green_point,data_collection_20251108_054442,545,0.0,True
6.388854,57.47101,Green_point,data_collection_20251108_054442,548,0.0,True
5.4975786,58.664032,Green_point,data_collection_20251108_054442,552,0.0,True
7.527167,58.660404,Green_point,data_collection_20251108_054442,555,0.0,True
5.439961,58.19358,Green_point,data_collection_20251108_054442,559,0.0,True
6.0242734,57.607967,Green_point,data_collection_20251108_054442,562,0.0,True
5.574466,58.828167,Green_point,data_collection_20251108_054442,566,0.0,True
6.413619,59.406452,Green_point,data_collection_20251108_054442,570,0.0,True
7.2168674,59.139187,Green_point,data_collection_20251108_054442,573,0.0,True
7.108129,57.810535,Green_point,data_collection_20251108_054442,577,0.0,True
6.4883204,59.12392,Green_point,data_collection_20251108_054442,580,0.0,True
5.7688828,59.068077,Green_point,data_collection_20251108_054442,584,0.0,True
6.513899,58.84948,Green_point,data_collection_20251108_054442,587,0.0,True
7.333124,58.882263,Green_point,data_collection_20251108_054442,591,0.0,True
6.707279,57.502174,Green_point,data_collection_20251108_054442,594,0.0,True
5.4733925,57.706985,Green_point,data_collection_20251108_054442,598,0.0,True
5.716945,58.764523,Green_point,data_collection_20251108_054442,602,0.0,True
7.2522736,58.597,Green_point,data_collection_20251108_054442,605,0.0,True
7.2274957,59.165745,Green_point,data_collection_20251108_054442,609,0.0,True
7.188503,58.412304,Green_point,data_collection_20251108_054442,612,0.0,True
7.192526,57.538666,Green_point,data_collection_20251108_054442,616,0.0,True
6.967117,58.75504,Green_point,data_collection_20251108_054442,619,0.0,True
7.327814,58.516983,Green_point,data_collection_20251108_054442,623,0.0,True
5.8228235,58.638977,Green_point,data_collection_20251108_054442,627,0.0,True
7.013398,57.791668,Green_point,data_collection_20251108_054442,630,0.0,True
6.0126843,57.548428,Green_point,data_collection_20251108_054442,634,0.0,True
6.214737,57.32205,Green_point,data_collection_20251108_054442,637,0.0,True
7.571253,57.840794,Green_point,data_collection_20251108_054442,641,0.0,True
7.1435227,58.91846,Green_point,data_collection_20251108_054442,644,0.0,True
6.0612526,59.250435,Green_point,data_collection_20251108_054442,648,0.0,True
5.6829095,57.865276,Green_point,data_collection_20251108_054442,651,0.0,True
7.5627728,58.06344,Green_point,data_collection_20251108_054442,655,0.0,True
6.0496354,58.92649,Green_point,data_collection_20251108_054442,659,0.0,True
6.163885,58.8428,Green_point,data_collection_20251108_054442,662,0.0,True
5.8035927,59.131348,Green_point,data_collection_20251108_054442,666,0.0,True
6.1835666,57.49906,Green_point,data_collection_20251108_054442,669,0.0,True
6.2669144,59.13159,Green_point,data_collection_20251108_054442,673,0.0,True
5.601237,58.561073,Green_point,data_collection_20251108_054442,676,0.0,True
7.502772,57.838013,Green_point,data_collection_20251108_054442,680,0.0,True
5.9373775,58.445232,Green_point,data_collection_20251108_054442,684,0.0,True
7.2885137,58.07771,Green_point,data_collection_20251108_054442,687,0.0,True
6.8680654,57.33747,Green_point,data_collection_20251108_054442,691,0.0,True
6.7476397,59.2487,Green_point,data_collection_20251108_054442,694,0.0,True
6.642054,57.56248,Green_point,data_collection_20251108_054442,698,0.0,True
6.8508167,59.134857,Green_point,data_collection_20251108_054442,701,0.0,True
6.8765187,58.974255,Green_point,data_collection_20251108_054442,705,0.0,True
5.5524373,58.059113,Green_point,data_collection_20251108_054442,709,0.0,True
